route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color,agency_name
30425,FA8698D6-403C-41B2-81EEEE4E57DD411C,D10,KOTA BHARU - PENGKALAN CHEPA,3,FF0000,000000,KONSORTIUM E-MUTIARA BERHAD
30427,FA8698D6-403C-41B2-81EEEE4E57DD411C,D12,KOTA BHARU - SABAK VIA LAPANGAN TERBANG,3,FF0000,000000,KONSORTIUM E-MUTIARA BERHAD
30431,FA8698D6-403C-41B2-81EEEE4E57DD411C,D30,KOTA BHARU - PASIR MAS VIA SALOR,3,FF0000,000000,KONSORTIUM E-MUTIARA BERHAD
30429,FA8698D6-403C-41B2-81EEEE4E57DD411C,D20,KOTA BHARU - PENGKALAN KUBOR VIA CHABANG EMPAT,3,FF0000,000000,KONSORTIUM E-MUTIARA BERHAD
30430,FA8698D6-403C-41B2-81EEEE4E57DD411C,D21,KOTA BHARU - PENGKALAN KUBOR VIA TUMPAT,3,FF0000,000000,KONSORTIUM E-MUTIARA BERHAD
30439,FA8698D6-403C-41B2-81EEEE4E57DD411C,D61,KOTA BHARU - UITM MACHANG,3,FF0000,000000,KONSORTIUM E-MUTIARA BERHAD
30428,FA8698D6-403C-41B2-81EEEE4E57DD411C,D13,KOTA BHARU - PANTAI CAHAYA BULAN,3,FF0000,000000,KONSORTIUM E-MUTIARA BERHAD
30376,41B482AD-7BD8-4EE7-89CC34C9F4E4B1F5,T11B,TERMINAL MBKT - BATU RAKIT (PETANG),3,FF0000,000000,MARA LINER SBST KUALA TERENGGANU
30399,CC9F83EF-A88E-471E-9ACB4849AF7010F6,Q10,OPEN AIR MARKET - TERMINAL BAS SERIAN,3,FF0000,000000,BIARAMAS EXPRESS SDN BHD
30405,CC9F83EF-A88E-471E-9ACB4849AF7010F6,Q09,OPEN AIR MARKET - MUARA TEBAS,3,FF0000,000000,BIARAMAS EXPRESS SDN BHD
30395,CC9F83EF-A88E-471E-9ACB4849AF7010F6,Q01,SAUJANA PARKING - TAMAN MALIHAH,3,FF0000,000000,BIARAMAS EXPRESS SDN BHD
30396,CC9F83EF-A88E-471E-9ACB4849AF7010F6,Q02,SAUJANA PARKING - SMK MATANG JAYA,3,FF0000,000000,BIARAMAS EXPRESS SDN BHD
30400,CC9F83EF-A88E-471E-9ACB4849AF7010F6,Q04,OPEN AIR MARKET - BAKO,3,FF0000,000000,BIARAMAS EXPRESS SDN BHD
30401,CC9F83EF-A88E-471E-9ACB4849AF7010F6,Q05,SAUJANA PARKING - SMKA MATANG 2,3,FF0000,000000,BIARAMAS EXPRESS SDN BHD
30402,CC9F83EF-A88E-471E-9ACB4849AF7010F6,Q06,SAUJANA PARKING - KAMPUNG BENUK HOMESTAY,3,FF0000,000000,BIARAMAS EXPRESS SDN BHD
30403,CC9F83EF-A88E-471E-9ACB4849AF7010F6,Q07,SAUJANA PARKING - SJK CHUNG HUA BATU KAWA,3,FF0000,000000,BIARAMAS EXPRESS SDN BHD
30404,CC9F83EF-A88E-471E-9ACB4849AF7010F6,Q08,SAUJANA PARKING - TERMINAL BAS BAU,3,FF0000,000000,BIARAMAS EXPRESS SDN BHD
30397,CC9F83EF-A88E-471E-9ACB4849AF7010F6,Q03,SAUJANA PARKING - KING CENTRE,3,FF0000,000000,BIARAMAS EXPRESS SDN BHD
M100CWLMLK,CWLMLK,M100,Bandaraya Melaka Feeder,3,FFF300,111111,CWLMLK
M101CWLMLK,CWLMLK,M101,Pasar Melaka Feeder,3,FFF300,111111,CWLMLK
M10ACWLMLK,CWLMLK,M10A,Melaka Sentral - MITC,3,FFF300,111111,CWLMLK
M10BCWLMLK,CWLMLK,M10B,Melaka Sentral - MITC - Via Jalan Pengkalan Batu & AEON Melaka,3,FFF300,111111,CWLMLK
M11CWLMLK,CWLMLK,M11,Melaka Sentral - Bukit Katil / Taman Saujana Permai,3,FFF300,111111,CWLMLK
M12CWLMLK,CWLMLK,M12,Melaka Sentral - Airport Batu Berendam / Angkasa Nuri,3,FFF300,111111,CWLMLK
M13CWLMLK,CWLMLK,M13,Melaka Sentral - Taman Inang Sari,3,FFF300,111111,CWLMLK
M14CWLMLK,CWLMLK,M14,Melaka Sentral - Bertam Ulu / Tanjung Minyak Perdana,3,FFF300,111111,CWLMLK
M15CWLMLK,CWLMLK,M15,Melaka Sentral - Pulau Gadong,3,FFF300,111111,CWLMLK
M16CWLMLK,CWLMLK,M16,Melaka Sentral - Paya Luboh,3,FFF300,111111,CWLMLK
M17CWLMLK,CWLMLK,M17,Melaka Sentral - Tangga Batu,3,FFF300,111111,CWLMLK
M20CWLMLK,CWLMLK,M20,Melaka Sentral - Tampin via Alor Gajah,3,FFF300,111111,CWLMLK
M20XCWLMLK,CWLMLK,M20X,Melaka Sentral - Alor Gajah,3,FFF300,111111,CWLMLK
M21CWLMLK,CWLMLK,M21,Melaka Sentral - Tampin via Alor Gajah Durian Tunggal,3,FFF300,111111,CWLMLK
M21XCWLMLK,CWLMLK,M21X,Melaka Sentral - Alor Gajah Melalui Durian Tunggal,3,FFF300,111111,CWLMLK
M22CWLMLK,CWLMLK,M22,Melaka Sentral - Bandar Vendor / UniKL,3,FFF300,111111,CWLMLK
M23CWLMLK,CWLMLK,M23,Melaka Sentral - Masjid Tanah / Pengkalan Balak,3,FFF300,111111,CWLMLK
M23XCWLMLK,CWLMLK,M23X,Masjid Tanah - Melaka Sentral,3,FFF300,111111,CWLMLK
M30CWLMLK,CWLMLK,M30,Melaka Sentral - Batang Melaka via Selandar,3,FFF300,111111,CWLMLK
M31CWLMLK,CWLMLK,M31,Melaka Sentral - Batang Melaka via Tebong,3,FFF300,111111,CWLMLK
M32CWLMLK,CWLMLK,M32,Melaka Sentral - Jasin,3,FFF300,111111,CWLMLK
M33CWLMLK,CWLMLK,M33,Jasin - Taman Seri Asahan,3,FFF300,111111,CWLMLK
