from_stop_id,to_stop_id,transfer_type,min_transfer_time
1002012,1001247,2,312
1002012,1003264,2,480
1002012,1008645,2,873
1002012,12000479,2,792
1002012,12000757,2,871
1002012,12000759,2,329
1002012,12000762,2,203
1000836,1000944,2,451
1000836,1002012,2,193
1000836,1000980,2,553
1000836,1002865,2,38
1000836,1005767,2,731
1000836,1005769,2,330
1000836,1008646,2,252
1000836,1002264,2,809
1000836,1005062,2,798
1000836,1001247,2,469
1000836,1003264,2,671
1000836,1008645,2,787
1000836,12000479,2,815
1000836,12000757,2,788
1000836,12000759,2,455
1000836,12000762,2,11
1000980,1000944,2,970
1000980,1002012,2,645
1000980,1000836,2,553
1000980,1000204,2,755
1000980,1002865,2,561
1000980,1005769,2,844
1000980,1008646,2,716
1000980,1001247,2,954
1000980,1008645,2,234
1000980,1008689,2,602
1000980,12000757,2,234
1000980,12000759,2,972
1000980,12000762,2,555
1006038,1001276,2,795
1006038,1000204,2,869
1006038,1008645,2,968
1006038,1006254,2,827
1006038,1008689,2,560
1006038,12000757,2,973
1006038,12000833,2,785
1001276,1006038,2,795
1001276,1900004,2,379
1001276,1000204,2,496
1001276,1002049,2,726
1001276,1002752,2,639
1001276,1008645,2,984
1001276,1006254,2,57
1001276,1008689,2,733
1001276,12000757,2,984
1001276,12000833,2,21
1900004,1001276,2,379
1900004,1000204,2,264
1900004,1002049,2,617
1900004,1002752,2,462
1900004,1008645,2,781
1900004,1006254,2,414
1900004,1008689,2,700
1900004,12000757,2,779
1900004,12000833,2,366
1000204,1000980,2,755
1000204,1006038,2,869
1000204,1001276,2,496
1000204,1900004,2,264
1000204,1002049,2,879
1000204,1002752,2,718
1000204,1008645,2,525
1000204,1006254,2,549
1000204,1008689,2,460
1000204,12000757,2,523
1000204,12000833,2,477
1002865,1000944,2,466
1002865,1002012,2,226
1002865,1000836,2,38
1002865,1000980,2,561
1002865,1005767,2,694
1002865,1005769,2,304
1002865,1008646,2,281
1002865,1002264,2,800
1002865,1005062,2,805
1002865,1001247,2,490
1002865,1003264,2,701
1002865,1008645,2,795
1002865,12000479,2,806
1002865,12000757,2,795
1002865,12000759,2,469
1002865,12000762,2,27
1004179,1001007,2,795
1004179,1002619,2,248
1004179,1002617,2,222
1004179,1003630,2,770
1004179,1002142,2,978
1004179,1002618,2,197
1004179,1002621,2,991
1004179,1002620,2,922
1004179,12000772,2,795
1003630,1002619,2,978
1003630,1002617,2,964
1003630,1004179,2,770
1003630,1002142,2,213
1003630,1004272,2,896
1003630,1008434,2,737
1003630,1002618,2,921
1002142,1004179,2,978
1002142,1003630,2,213
1002142,1004272,2,731
1002142,1008434,2,528
1002142,1000671,2,813
1004272,1003630,2,896
1004272,1002142,2,731
1004272,1008434,2,384
1004272,1000671,2,608
1004272,KJ20,2,984
1001830,1002952,2,750
1001830,1002107,2,905
1001830,1003411,2,720
1001830,1001169,2,661
1001830,KJ23,2,38
1002952,1001830,2,750
1002952,1006218,2,768
1002952,1001169,2,989
1002952,KJ23,2,741
1006208,1006209,2,752
1006208,1003137,2,663
1006209,1006208,2,752
1006209,1006210,2,706
1006209,1001804,2,784
1006209,1001805,2,951
1006209,KJ24,2,717
1006210,1006209,2,706
1006210,1003347,2,890
1006210,1002198,2,980
1006210,1001508,2,983
1003347,1006210,2,890
1003347,1001508,2,108
1003347,1001382,2,393
1003347,1001383,2,970
1001381,1006211,2,197
1001381,1006212,2,626
1001381,1002198,2,755
1001381,1002200,2,656
1001381,1002595,2,540
1006211,1001381,2,197
1006211,1006212,2,442
1006211,1002198,2,564
1006211,1002200,2,744
1006211,1002595,2,679
1006212,1001381,2,626
1006212,1006211,2,442
1006212,1002198,2,148
1006212,1002200,2,916
1006212,1002595,2,958
1002198,1006210,2,980
1002198,1001381,2,755
1002198,1006211,2,564
1002198,1006212,2,148
1003137,1006208,2,663
1003137,1006213,2,476
1006213,1003137,2,476
1006213,1000032,2,576
1006213,1006214,2,999
1006213,1001910,2,651
1006213,1002914,2,684
1000032,1006213,2,576
1000032,1006214,2,425
1000032,1006227,2,868
1000032,1006216,2,996
1000032,1001910,2,392
1000032,1002914,2,923
1006214,1006213,2,999
1006214,1000032,2,425
1006214,1006227,2,552
1006214,1006216,2,738
1006214,1003501,2,942
1006214,1001910,2,646
1006227,1000032,2,868
1006227,1006214,2,552
1006227,1006216,2,216
1006227,1003501,2,488
1006227,1001910,2,841
1006216,1000032,2,996
1006216,1006214,2,738
1006216,1006227,2,216
1006216,1003501,2,285
1006216,1001910,2,885
1006216,1008687,2,843
1003501,1006214,2,942
1003501,1006227,2,488
1003501,1006216,2,285
1003501,1001910,2,895
1003501,1000031,2,895
1003501,1008686,2,740
1003501,1008687,2,720
1001910,1006213,2,651
1001910,1000032,2,392
1001910,1006214,2,646
1001910,1006227,2,841
1001910,1006216,2,885
1001910,1003501,2,895
1001910,1002914,2,641
1001910,1002341,2,887
1002914,1006213,2,684
1002914,1000032,2,923
1002914,1001910,2,641
1002914,1006217,2,908
1002914,1002341,2,562
1006217,1002914,2,908
1006217,1003552,2,910
1006217,1006218,2,716
1006217,1001134,2,146
1006217,1002341,2,727
1003552,1006217,2,910
1003552,1002107,2,878
1003552,1006218,2,775
1003552,1001134,2,847
1002107,1001830,2,905
1002107,1003552,2,878
1002107,1003411,2,327
1002107,1000639,2,798
1002107,KJ23,2,941
1003411,1001830,2,720
1003411,1002107,2,327
1003411,1000639,2,648
1003411,KJ23,2,758
1006218,1002952,2,768
1006218,1006217,2,716
1006218,1003552,2,775
1006218,1001134,2,790
1001134,1006217,2,146
1001134,1003552,2,847
1001134,1006218,2,790
1001134,1002341,2,828
1002341,1001910,2,887
1002341,1002914,2,562
1002341,1006217,2,727
1002341,1001134,2,828
1002341,1000031,2,631
1000031,1003501,2,895
1000031,1002341,2,631
1000031,1008686,2,404
1002879,1002192,2,922
1002879,1002167,2,865
1002879,1004221,2,92
1002879,1008686,2,835
1002879,1008687,2,920
1002192,1002879,2,922
1002192,1002167,2,391
1002192,1004221,2,876
1002192,1002065,2,944
1002167,1002879,2,865
1002167,1002192,2,391
1002167,1002969,2,782
1002167,1004221,2,859
1002969,1002167,2,782
1002969,1002933,2,486
1002969,1003551,2,688
1002969,1004256,2,944
1002933,1002969,2,486
1002933,1003551,2,267
1003551,1002969,2,688
1003551,1002933,2,267
1003551,1004256,2,900
1004256,1002969,2,944
1004256,1003551,2,900
1004256,1002817,2,448
1004256,1003626,2,922
1002817,1004256,2,448
1002817,1003626,2,474
1002817,1001341,2,845
1003626,1004256,2,922
1003626,1002817,2,474
1003626,1003174,2,824
1003626,1003173,2,956
1003626,1001341,2,453
1000837,1003075,2,972
1000837,1001341,2,773
1002331,1003205,2,847
1003205,1002331,2,847
1003205,1003403,2,590
1003205,1000813,2,920
1003403,1003205,2,590
1003403,1000813,2,396
1003403,1000897,2,735
1000813,1003205,2,920
1000813,1003403,2,396
1000813,1000897,2,409
1000813,1003414,2,940
1000897,1003403,2,735
1000897,1000813,2,409
1000897,1003414,2,540
1003414,1000813,2,940
1003414,1000897,2,540
1003414,1008688,2,797
1006225,1000820,2,600
1006225,1003232,2,847
1006225,1003204,2,829
1006225,1001832,2,656
1006225,1002950,2,591
1006225,1003336,2,656
1006225,1008688,2,495
1006225,KJ22,2,677
1000820,1006225,2,600
1000820,1003232,2,248
1000820,1006226,2,758
1000820,1003456,2,721
1000820,1003204,2,240
1000820,1001832,2,890
1000820,1002950,2,488
1000820,1003336,2,552
1000820,KJ22,2,909
1003232,1006225,2,847
1003232,1000820,2,248
1003232,1006226,2,511
1003232,1003456,2,473
1003232,1003204,2,63
1003232,1002950,2,616
1003232,1003336,2,661
1006226,1000820,2,758
1006226,1003232,2,511
1006226,1002049,2,613
1006226,1000639,2,651
1006226,1002752,2,656
1006226,1003456,2,64
1006226,1003204,2,534
1002049,1001276,2,726
1002049,1900004,2,617
1002049,1000204,2,879
1002049,1006226,2,613
1002049,1000639,2,708
1002049,1002752,2,172
1002049,1003456,2,642
1002049,1006254,2,706
1002049,12000833,2,734
1000639,1002107,2,798
1000639,1003411,2,648
1000639,1006226,2,651
1000639,1002049,2,708
1000639,1002752,2,867
1000639,1003456,2,716
1000909,1000248,2,727
1000909,1007489,2,753
1000909,1000991,2,906
1000909,1000249,2,949
1000909,1001616,2,419
1000909,1008321,2,938
1000909,12000359,2,94
1000909,12000360,2,419
1000909,12000682,2,758
1000909,12000684,2,727
1000909,12000692,2,955
1000909,12000784,2,846
1000248,1000909,2,727
1000248,1007490,2,910
1000248,1007491,2,945
1000248,1000249,2,224
1000248,1001616,2,362
1000248,12000359,2,805
1000248,12000360,2,362
1000248,12000684,2,1
1000248,12000784,2,727
1000248,12001777,2,901
1000248,KG09,2,948
1007490,1000248,2,910
1007490,1008182,2,901
1007490,1007097,2,836
1007490,1007491,2,57
1007490,1004155,2,648
1007490,1000249,2,900
1007490,1001616,2,834
1007490,1003370,2,702
1007490,1003627,2,989
1007490,1008321,2,743
1007490,12000360,2,834
1007490,12000369,2,702
1007490,12000373,2,836
1007490,12000684,2,910
1007490,12000783,2,529
1007490,12000784,2,318
1007490,12002068,2,618
1007490,KG09,2,726
1008182,1007490,2,901
1008182,1008183,2,199
1008182,1008184,2,769
1008182,1007095,2,838
1008182,1007096,2,249
1008182,1007097,2,66
1008182,1007491,2,888
1008182,1004155,2,772
1008182,1003370,2,301
1008182,12000369,2,301
1008182,12000371,2,838
1008182,12000372,2,249
1008182,12000373,2,66
1008182,12000783,2,643
1008182,12002068,2,725
1008183,1008182,2,199
1008183,1008184,2,574
1008183,1007095,2,644
1008183,1007096,2,57
1008183,1007097,2,259
1008183,1004155,2,956
1008183,1003370,2,435
1008183,12000369,2,435
1008183,12000371,2,644
1008183,12000372,2,57
1008183,12000373,2,259
1008183,12000783,2,836
1008183,12002068,2,911
1008184,1008182,2,769
1008184,1008183,2,574
1008184,1008185,2,469
1008184,1008187,2,950
1008184,1007323,2,957
1008184,1008186,2,528
1008184,1007095,2,73
1008184,1007096,2,520
1008184,1007097,2,823
1008184,1003370,2,916
1008184,12000369,2,916
1008184,12000370,2,874
1008184,12000371,2,73
1008184,12000372,2,520
1008184,12000373,2,823
1008184,12000770,2,951
1008185,1008184,2,469
1008185,1008187,2,480
1008185,1007323,2,488
1008185,1008186,2,64
1008185,1007095,2,402
1008185,1007096,2,989
1008185,12000370,2,798
1008185,12000371,2,402
1008185,12000372,2,989
1008185,12000768,2,886
1008185,12000770,2,482
1008187,1008184,2,950
1008187,1008185,2,480
1008187,1007494,2,622
1008187,1007493,2,602
1008187,1007492,2,527
1008187,1007323,2,28
1008187,1008186,2,424
1008187,1007095,2,882
1008187,12000370,2,996
1008187,12000371,2,882
1008187,12000768,2,866
1008187,12000770,2,24
1000036,1001431,2,204
1000036,1002486,2,971
1000036,1001064,2,877
1000036,1002113,2,283
1000036,1004277,2,623
1000036,1004278,2,656
1000036,12000449,2,894
1000036,12000451,2,687
1000036,12000452,2,1
1000036,12000453,2,204
1000036,12000657,2,917
1001431,1000036,2,204
1001431,1007130,2,983
1001431,1002486,2,885
1001431,1007129,2,915
1001431,1002113,2,196
1001431,1004277,2,647
1001431,1004278,2,698
1001431,12000451,2,728
1001431,12000452,2,204
1001431,12000453,2,1
1001431,12003143,2,850
1007130,1001431,2,983
1007130,1007495,2,260
1007130,1002486,2,908
1007130,1007128,2,373
1007130,1007129,2,314
1007130,1007494,2,950
1007130,12000453,2,983
1007130,12000651,2,569
1007130,12000653,2,782
1007130,12003143,2,352
1007495,1007130,2,260
1007495,1002486,2,762
1007495,1007128,2,125
1007495,1007129,2,573
1007495,12000651,2,391
1007495,12000653,2,522
1007495,12003143,2,605
1002486,1000036,2,971
1002486,1001431,2,885
1002486,1007130,2,908
1002486,1007495,2,762
1002486,1001246,2,529
1002486,1001248,2,654
1002486,1007496,2,505
1002486,1007128,2,660
1002486,1000371,2,775
1002486,12000452,2,971
1002486,12000453,2,885
1002486,12000653,2,740
1002486,12000654,2,532
1002486,12000752,2,762
1001246,1002486,2,529
1001246,1001248,2,251
1001246,1007496,2,47
1001246,1000371,2,262
1001246,12000654,2,6
1001246,12000752,2,239
1001248,1002486,2,654
1001248,1001246,2,251
1001248,1007496,2,296
1001248,1000371,2,382
1001248,12000654,2,256
1001248,12000752,2,334
1002752,1001276,2,639
1002752,1900004,2,462
1002752,1000204,2,718
1002752,1006226,2,656
1002752,1002049,2,172
1002752,1000639,2,867
1002752,1003456,2,670
1002752,1006254,2,630
1002752,12000833,2,642
1004001,1008320,2,90
1007496,1002486,2,505
1007496,1001246,2,47
1007496,1001248,2,296
1007496,1000371,2,273
1007496,12000654,2,43
1007496,12000752,2,258
1007128,1007130,2,373
1007128,1007495,2,125
1007128,1002486,2,660
1007128,1007129,2,679
1007128,12000651,2,411
1007128,12000653,2,425
1007128,12003143,2,704
1007129,1001431,2,915
1007129,1007130,2,314
1007129,1007495,2,573
1007129,1007128,2,679
1007129,1007494,2,759
1007129,1002113,2,918
1007129,12000453,2,915
1007129,12000651,2,857
1007129,12003143,2,72
1007494,1008187,2,622
1007494,1007130,2,950
1007494,1007129,2,759
1007494,1007493,2,496
1007494,1007492,2,485
1007494,1007323,2,636
1007494,1008186,2,989
1007494,12000770,2,638
1007494,12003143,2,801
1007493,1008187,2,602
1007493,1007494,2,496
1007493,1007492,2,76
1007493,1007323,2,593
1007493,12000770,2,599
1007492,1008187,2,527
1007492,1007494,2,485
1007492,1007493,2,76
1007492,1007323,2,517
1007492,1008186,2,947
1007492,12000770,2,524
1007323,1008184,2,957
1007323,1008185,2,488
1007323,1008187,2,28
1007323,1007494,2,636
1007323,1007493,2,593
1007323,1007492,2,517
1007323,1008186,2,430
1007323,1007095,2,889
1007323,12000370,2,979
1007323,12000371,2,889
1007323,12000768,2,840
1007323,12000770,2,7
1008186,1008184,2,528
1008186,1008185,2,64
1008186,1008187,2,424
1008186,1007494,2,989
1008186,1007492,2,947
1008186,1007323,2,430
1008186,1007095,2,460
1008186,12000370,2,783
1008186,12000371,2,460
1008186,12000768,2,843
1008186,12000770,2,423
1007095,1008182,2,838
1007095,1008183,2,644
1007095,1008184,2,73
1007095,1008185,2,402
1007095,1008187,2,882
1007095,1007323,2,889
1007095,1008186,2,460
1007095,1007096,2,590
1007095,1007097,2,891
1007095,1003370,2,974
1007095,12000369,2,974
1007095,12000370,2,823
1007095,12000371,2,1
1007095,12000372,2,590
1007095,12000373,2,891
1007095,12000770,2,883
1007096,1008182,2,249
1007096,1008183,2,57
1007096,1008184,2,520
1007096,1008185,2,989
1007096,1007095,2,590
1007096,1007097,2,306
1007096,1003370,2,458
1007096,12000369,2,458
1007096,12000371,2,590
1007096,12000372,2,1
1007096,12000373,2,306
1007096,12000783,2,890
1007096,12002068,2,966
1007097,1007490,2,836
1007097,1008182,2,66
1007097,1008183,2,259
1007097,1008184,2,823
1007097,1007095,2,891
1007097,1007096,2,306
1007097,1007491,2,822
1007097,1004155,2,734
1007097,1003370,2,249
1007097,12000369,2,249
1007097,12000371,2,891
1007097,12000372,2,306
1007097,12000373,2,1
1007097,12000783,2,596
1007097,12002068,2,685
1007491,1000248,2,945
1007491,1007490,2,57
1007491,1008182,2,888
1007491,1007097,2,822
1007491,1004155,2,687
1007491,1000249,2,945
1007491,1001616,2,848
1007491,1003370,2,674
1007491,1003627,2,933
1007491,1008321,2,696
1007491,12000360,2,848
1007491,12000369,2,674
1007491,12000373,2,822
1007491,12000684,2,945
1007491,12000783,2,559
1007491,12000784,2,314
1007491,12002068,2,655
1007491,KG09,2,781
1000990,1007098,2,688
1000990,1007471,2,788
1000990,1007472,2,717
1000990,1007099,2,552
1000990,1000991,2,410
1000990,12000358,2,552
1000990,12000359,2,985
1000990,12000368,2,40
1000990,12000692,2,424
1000990,12001796,2,687
1000990,KG08,2,338
1007098,1000990,2,688
1007098,1007471,2,374
1007098,1007472,2,449
1007098,1007099,2,191
1007098,12000354,2,826
1007098,12000358,2,191
1007098,12000368,2,710
1007098,12001796,2,1
1007098,KG08,2,374
1007471,1000990,2,788
1007471,1007098,2,374
1007471,1007473,2,802
1007471,1007320,2,949
1007471,1007472,2,137
1007471,1007099,2,517
1007471,1000991,2,999
1007471,12000354,2,910
1007471,12000358,2,517
1007471,12000368,2,791
1007471,12000681,2,947
1007471,12000692,2,970
1007471,12001796,2,374
1007471,KG08,2,594
1007473,1007471,2,802
1007473,1007321,2,999
1007473,1007320,2,166
1007473,1007472,2,692
1007473,1000991,2,981
1007473,12000681,2,168
1007473,12000692,2,930
1007473,12001414,2,926
1007474,1002036,2,768
1007474,1007321,2,151
1007474,1007320,2,967
1007474,1003194,2,942
1007474,1000877,2,263
1007474,12000678,2,768
1007474,12000679,2,149
1007474,12000681,2,959
1007474,12000694,2,978
1007474,12000696,2,368
1007474,12001410,2,6
1002810,1007475,2,461
1002810,1002036,2,494
1002810,1007468,2,807
1002810,12000676,2,17
1002810,12000677,2,460
1002810,12000678,2,494
1007475,1002810,2,461
1007475,1002036,2,944
1007475,1007468,2,350
1007475,12000676,2,477
1007475,12000677,2,7
1007475,12000678,2,944
1002036,1007474,2,768
1002036,1002810,2,494
1002036,1007475,2,944
1002036,1007321,2,919
1002036,12000676,2,476
1002036,12000677,2,944
1002036,12000678,2,1
1002036,12000679,2,917
1002036,12000696,2,843
1002036,12001410,2,765
1003243,1007480,2,351
1003243,1002796,2,827
1003243,1002795,2,795
1003243,1007481,2,411
1003243,1003242,2,90
1003243,12002029,2,723
1007480,1003243,2,351
1007480,1002796,2,508
1007480,1002795,2,463
1007480,1007481,2,67
1007480,1003242,2,337
1007480,12002029,2,742
1007480,12002030,2,812
1002796,1003243,2,827
1002796,1007480,2,508
1002796,1003869,2,556
1002796,1003870,2,543
1002796,1002795,2,78
1002796,1007481,2,480
1002796,1003242,2,836
1002796,12002031,2,842
1003869,1002796,2,556
1003869,1003870,2,58
1003869,1002795,2,594
1003869,12002031,2,801
1007482,1007484,2,746
1007482,1007485,2,674
1007482,1007483,2,149
1007482,1002403,2,968
1007482,12002033,2,880
1007482,12002034,2,999
1007482,12002039,2,747
1007484,1007482,2,746
1007484,1007486,2,311
1007484,1007487,2,630
1007484,1008083,2,534
1007484,1007485,2,86
1007484,1007483,2,845
1007484,1000727,2,858
1007484,1000150,2,502
1007484,1000149,2,553
1007484,1000726,2,856
1007484,12002033,2,949
1007484,12002034,2,549
1007484,12002035,2,852
1007484,12002038,2,764
1007484,12002039,2,1
1007484,12002040,2,295
1007486,1007484,2,311
