trip_id,route_id,service_id,shape_id,trip_headsign,direction_id
weekday_S4060_S406002_2,S4060,weekday,S406002,,0
weekday_S4060_S406002_1,S4060,weekday,S406002,,0
weekday_S4060_S406002_0,S4060,weekday,S406002,,0
weekend_S4060_S406002_2,S4060,weekend,S406002,,0
weekend_S4060_S406002_1,S4060,weekend,S406002,,0
weekend_S4060_S406002_0,S4060,weekend,S406002,,0
weekend_S0100_S010002_0,S0100,weekend,S010002,,0
weekday_S0100_S010002_0,S0100,weekday,S010002,,0
weekday_S3040_S304002_1,S3040,weekday,S304002,,0
weekday_S3040_S304002_0,S3040,weekday,S304002,,0
weekend_S3040_S304002_1,S3040,weekend,S304002,,0
weekend_S3040_S304002_0,S3040,weekend,S304002,,0
weekend_S1040_S104002_1,S1040,weekend,S104002,,0
weekend_S1040_S104002_0,S1040,weekend,S104002,,0
weekday_S1040_S104002_1,S1040,weekday,S104002,,0
weekday_S1040_S104002_0,S1040,weekday,S104002,,0
weekend_S1140_S114002_3,S1140,weekend,S114002,,0
weekend_S1140_S114002_2,S1140,weekend,S114002,,0
weekend_S1140_S114002_1,S1140,weekend,S114002,,0
weekend_S1140_S114002_0,S1140,weekend,S114002,,0
weekday_S1140_S114002_3,S1140,weekday,S114002,,0
weekday_S1140_S114002_2,S1140,weekday,S114002,,0
weekday_S1140_S114002_1,S1140,weekday,S114002,,0
weekday_S1140_S114002_0,S1140,weekday,S114002,,0
weekday_S1030_S103002_0,S1030,weekday,S103002,,0
weekend_S1030_S103002_0,S1030,weekend,S103002,,0
weekend_S3020_S302002_10,S3020,weekend,S302002,,0
weekend_S3020_S302002_9,S3020,weekend,S302002,,0
weekend_S3020_S302002_8,S3020,weekend,S302002,,0
weekend_S3020_S302002_7,S3020,weekend,S302002,,0
weekend_S3020_S302002_6,S3020,weekend,S302002,,0
weekend_S3020_S302002_5,S3020,weekend,S302002,,0
weekend_S3020_S302002_4,S3020,weekend,S302002,,0
weekend_S3020_S302002_3,S3020,weekend,S302002,,0
weekend_S3020_S302002_2,S3020,weekend,S302002,,0
weekend_S3020_S302002_1,S3020,weekend,S302002,,0
weekend_S3020_S302002_0,S3020,weekend,S302002,,0
weekday_S3020_S302002_10,S3020,weekday,S302002,,0
weekday_S3020_S302002_9,S3020,weekday,S302002,,0
weekday_S3020_S302002_8,S3020,weekday,S302002,,0
weekday_S3020_S302002_7,S3020,weekday,S302002,,0
weekday_S3020_S302002_6,S3020,weekday,S302002,,0
weekday_S3020_S302002_5,S3020,weekday,S302002,,0
weekday_S3020_S302002_4,S3020,weekday,S302002,,0
weekday_S3020_S302002_3,S3020,weekday,S302002,,0
weekday_S3020_S302002_2,S3020,weekday,S302002,,0
weekday_S3020_S302002_1,S3020,weekday,S302002,,0
weekday_S3020_S302002_0,S3020,weekday,S302002,,0
weekday_R0200_R020002_2,R0200,weekday,R020002,,0
weekday_R0200_R020002_1,R0200,weekday,R020002,,0
weekday_R0200_R020002_0,R0200,weekday,R020002,,0
weekend_P0020_P002002_2,P0020,weekend,P002002,,0
weekend_P0020_P002002_1,P0020,weekend,P002002,,0
weekend_P0020_P002002_0,P0020,weekend,P002002,,0
weekday_P0020_P002002_2,P0020,weekday,P002002,,0
weekday_P0020_P002002_1,P0020,weekday,P002002,,0
weekday_P0020_P002002_0,P0020,weekday,P002002,,0
weekend_P0030_P003002_3,P0030,weekend,P003002,,0
weekend_P0030_P003002_2,P0030,weekend,P003002,,0
weekend_P0030_P003002_1,P0030,weekend,P003002,,0
weekend_P0030_P003002_0,P0030,weekend,P003002,,0
weekday_P0030_P003002_2,P0030,weekday,P003002,,0
weekday_P0030_P003002_1,P0030,weekday,P003002,,0
weekday_P0030_P003002_0,P0030,weekday,P003002,,0
weekend_P0040_P004002_1,P0040,weekend,P004002,,0
weekend_P0040_P004002_0,P0040,weekend,P004002,,0
weekday_P0040_P004002_1,P0040,weekday,P004002,,0
weekday_P0040_P004002_0,P0040,weekday,P004002,,0
weekend_P0050_P005002_3,P0050,weekend,P005002,,0
weekend_P0050_P005002_2,P0050,weekend,P005002,,0
weekend_P0050_P005002_1,P0050,weekend,P005002,,0
weekend_P0050_P005002_0,P0050,weekend,P005002,,0
weekday_P0050_P005002_2,P0050,weekday,P005002,,0
weekday_P0050_P005002_1,P0050,weekday,P005002,,0
weekday_P0050_P005002_0,P0050,weekday,P005002,,0
weekday_S0030_S003002_8,S0030,weekday,S003002,,0
weekday_S0030_S003002_7,S0030,weekday,S003002,,0
weekday_S0030_S003002_6,S0030,weekday,S003002,,0
weekday_S0030_S003002_5,S0030,weekday,S003002,,0
weekday_S0030_S003002_4,S0030,weekday,S003002,,0
weekday_S0030_S003002_3,S0030,weekday,S003002,,0
weekday_S0030_S003002_2,S0030,weekday,S003002,,0
weekday_S0030_S003002_1,S0030,weekday,S003002,,0
weekday_S0030_S003002_0,S0030,weekday,S003002,,0
weekend_S0030_S003002_8,S0030,weekend,S003002,,0
weekend_S0030_S003002_7,S0030,weekend,S003002,,0
weekend_S0030_S003002_6,S0030,weekend,S003002,,0
weekend_S0030_S003002_5,S0030,weekend,S003002,,0
weekend_S0030_S003002_4,S0030,weekend,S003002,,0
weekend_S0030_S003002_3,S0030,weekend,S003002,,0
weekend_S0030_S003002_2,S0030,weekend,S003002,,0
weekend_S0030_S003002_1,S0030,weekend,S003002,,0
weekend_S0030_S003002_0,S0030,weekend,S003002,,0
weekday_S1060_S106002_2,S1060,weekday,S106002,,0
weekday_S1060_S106002_1,S1060,weekday,S106002,,0
weekday_S1060_S106002_0,S1060,weekday,S106002,,0
weekend_S1060_S106002_2,S1060,weekend,S106002,,0
weekend_S1060_S106002_1,S1060,weekend,S106002,,0
weekend_S1060_S106002_0,S1060,weekend,S106002,,0
weekend_S1070_S107002_4,S1070,weekend,S107002,,0
weekend_S1070_S107002_3,S1070,weekend,S107002,,0
weekend_S1070_S107002_2,S1070,weekend,S107002,,0
weekend_S1070_S107002_1,S1070,weekend,S107002,,0
weekend_S1070_S107002_0,S1070,weekend,S107002,,0
weekday_S1070_S107002_4,S1070,weekday,S107002,,0
weekday_S1070_S107002_3,S1070,weekday,S107002,,0
weekday_S1070_S107002_2,S1070,weekday,S107002,,0
weekday_S1070_S107002_1,S1070,weekday,S107002,,0
weekday_S1070_S107002_0,S1070,weekday,S107002,,0
weekday_S1170_S117002_4,S1170,weekday,S117002,,0
weekday_S1170_S117002_3,S1170,weekday,S117002,,0
weekday_S1170_S117002_2,S1170,weekday,S117002,,0
weekday_S1170_S117002_1,S1170,weekday,S117002,,0
weekday_S1170_S117002_0,S1170,weekday,S117002,,0
weekend_S1170_S117002_4,S1170,weekend,S117002,,0
weekend_S1170_S117002_3,S1170,weekend,S117002,,0
weekend_S1170_S117002_2,S1170,weekend,S117002,,0
weekend_S1170_S117002_1,S1170,weekend,S117002,,0
weekend_S1170_S117002_0,S1170,weekend,S117002,,0
weekday_S0120_S012002_2,S0120,weekday,S012002,,0
weekday_S0120_S012002_1,S0120,weekday,S012002,,0
weekday_S0120_S012002_0,S0120,weekday,S012002,,0
weekday_S6060_S606002_6,S6060,weekday,S606002,,0
weekday_S6060_S606002_5,S6060,weekday,S606002,,0
weekday_S6060_S606002_4,S6060,weekday,S606002,,0
weekday_S6060_S606002_3,S6060,weekday,S606002,,0
weekday_S6060_S606002_2,S6060,weekday,S606002,,0
weekday_S6060_S606002_1,S6060,weekday,S606002,,0
weekday_S6060_S606002_0,S6060,weekday,S606002,,0
weekend_S6060_S606002_6,S6060,weekend,S606002,,0
weekend_S6060_S606002_5,S6060,weekend,S606002,,0
weekend_S6060_S606002_4,S6060,weekend,S606002,,0
weekend_S6060_S606002_3,S6060,weekend,S606002,,0
weekend_S6060_S606002_2,S6060,weekend,S606002,,0
weekend_S6060_S606002_1,S6060,weekend,S606002,,0
weekend_S6060_S606002_0,S6060,weekend,S606002,,0
weekend_T7860_T786002_4,T7860,weekend,T786002,,0
weekend_T7860_T786002_3,T7860,weekend,T786002,,0
weekend_T7860_T786002_2,T7860,weekend,T786002,,0
weekend_T7860_T786002_1,T7860,weekend,T786002,,0
weekend_T7860_T786002_0,T7860,weekend,T786002,,0
weekday_T7860_T786002_4,T7860,weekday,T786002,,0
weekday_T7860_T786002_3,T7860,weekday,T786002,,0
weekday_T7860_T786002_2,T7860,weekday,T786002,,0
weekday_T7860_T786002_1,T7860,weekday,T786002,,0
weekday_T7860_T786002_0,T7860,weekday,T786002,,0
weekday_U1510_U151001_6,U1510,weekday,U151001,BANDAR BARU SELAYANG,1
weekday_U1510_U151002_6,U1510,weekday,U151002,HAB LEBUH PUDU,0
weekday_U1510_U151001_5,U1510,weekday,U151001,BANDAR BARU SELAYANG,1
weekday_U1510_U151002_5,U1510,weekday,U151002,HAB LEBUH PUDU,0
weekday_U1510_U151001_4,U1510,weekday,U151001,BANDAR BARU SELAYANG,1
weekday_U1510_U151002_4,U1510,weekday,U151002,HAB LEBUH PUDU,0
weekday_U1510_U151001_3,U1510,weekday,U151001,BANDAR BARU SELAYANG,1
weekday_U1510_U151002_3,U1510,weekday,U151002,HAB LEBUH PUDU,0
weekday_U1510_U151001_2,U1510,weekday,U151001,BANDAR BARU SELAYANG,1
weekday_U1510_U151002_2,U1510,weekday,U151002,HAB LEBUH PUDU,0
weekday_U1510_U151001_1,U1510,weekday,U151001,BANDAR BARU SELAYANG,1
weekday_U1510_U151002_1,U1510,weekday,U151002,HAB LEBUH PUDU,0
weekday_U1510_U151001_0,U1510,weekday,U151001,BANDAR BARU SELAYANG,1
weekday_U1510_U151002_0,U1510,weekday,U151002,HAB LEBUH PUDU,0
weekend_U1510_U151001_8,U1510,weekend,U151001,BANDAR BARU SELAYANG,1
weekend_U1510_U151002_8,U1510,weekend,U151002,HAB LEBUH PUDU,0
weekend_U1510_U151001_7,U1510,weekend,U151001,BANDAR BARU SELAYANG,1
weekend_U1510_U151002_7,U1510,weekend,U151002,HAB LEBUH PUDU,0
weekend_U1510_U151001_6,U1510,weekend,U151001,BANDAR BARU SELAYANG,1
weekend_U1510_U151002_6,U1510,weekend,U151002,HAB LEBUH PUDU,0
weekend_U1510_U151001_5,U1510,weekend,U151001,BANDAR BARU SELAYANG,1
weekend_U1510_U151002_5,U1510,weekend,U151002,HAB LEBUH PUDU,0
weekend_U1510_U151001_4,U1510,weekend,U151001,BANDAR BARU SELAYANG,1
weekend_U1510_U151002_4,U1510,weekend,U151002,HAB LEBUH PUDU,0
weekend_U1510_U151001_3,U1510,weekend,U151001,BANDAR BARU SELAYANG,1
weekend_U1510_U151002_3,U1510,weekend,U151002,HAB LEBUH PUDU,0
weekend_U1510_U151001_2,U1510,weekend,U151001,BANDAR BARU SELAYANG,1
weekend_U1510_U151002_2,U1510,weekend,U151002,HAB LEBUH PUDU,0
weekend_U1510_U151001_1,U1510,weekend,U151001,BANDAR BARU SELAYANG,1
weekend_U1510_U151002_1,U1510,weekend,U151002,HAB LEBUH PUDU,0
weekend_U1510_U151001_0,U1510,weekend,U151001,BANDAR BARU SELAYANG,1
weekend_U1510_U151002_0,U1510,weekend,U151002,HAB LEBUH PUDU,0
weekend_S2060_S206001_7,S2060,weekend,S206001,,1
weekend_S2060_S206002_6,S2060,weekend,S206002,,0
weekend_S2060_S206001_5,S2060,weekend,S206001,HENTIAN BANTING,1
weekend_S2060_S206002_5,S2060,weekend,S206002,BANDAR BARU BANTING,0
weekend_S2060_S206001_4,S2060,weekend,S206001,Hentian Banting,1
weekend_S2060_S206002_4,S2060,weekend,S206002,Bandar Baru Banting,0
weekend_S2060_S206001_3,S2060,weekend,S206001,Hentian Banting,1
weekend_S2060_S206002_3,S2060,weekend,S206002,Bandar Baru Banting,0
weekend_S2060_S206001_2,S2060,weekend,S206001,Hentian Banting,1
weekend_S2060_S206002_2,S2060,weekend,S206002,Bandar Baru Banting,0
weekend_S2060_S206001_1,S2060,weekend,S206001,Hentian Banting,1
weekend_S2060_S206002_1,S2060,weekend,S206002,Bandar Baru Banting,0
weekend_S2060_S206001_0,S2060,weekend,S206001,Hentian Banting,1
weekend_S2060_S206002_0,S2060,weekend,S206002,Bandar Baru Banting,0
weekday_S2060_S206001_7,S2060,weekday,S206001,,1
weekday_S2060_S206002_6,S2060,weekday,S206002,,0
weekday_S2060_S206001_5,S2060,weekday,S206001,HENTIAN BANTING,1
weekday_S2060_S206002_5,S2060,weekday,S206002,BANDAR BARU BANTING,0
weekday_S2060_S206001_4,S2060,weekday,S206001,Hentian Banting,1
weekday_S2060_S206002_4,S2060,weekday,S206002,Bandar Baru Banting,0
weekday_S2060_S206001_3,S2060,weekday,S206001,Hentian Banting,1
weekday_S2060_S206002_3,S2060,weekday,S206002,Bandar Baru Banting,0
weekday_S2060_S206001_2,S2060,weekday,S206001,Hentian Banting,1
weekday_S2060_S206002_2,S2060,weekday,S206002,Bandar Baru Banting,0
weekday_S2060_S206001_1,S2060,weekday,S206001,Hentian Banting,1
weekday_S2060_S206002_1,S2060,weekday,S206002,Bandar Baru Banting,0
weekday_S2060_S206001_0,S2060,weekday,S206001,Hentian Banting,1
weekday_S2060_S206002_0,S2060,weekday,S206002,Bandar Baru Banting,0
weekday_P0010_P001001_18,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_18,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_17,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_17,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_16,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_16,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_15,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_15,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_14,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_14,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_13,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_13,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_12,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_12,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_11,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_11,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_10,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_10,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_9,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_9,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_8,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_8,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_7,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_7,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_6,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_6,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_5,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_5,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_4,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_4,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_3,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_3,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_2,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_2,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_1,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_1,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekday_P0010_P001001_0,P0010,weekday,P001001,TERMINAL TAMAN MEDAN,1
weekday_P0010_P001002_0,P0010,weekday,P001002,STESEN LRT TAMAN JAYA,0
weekend_P0010_P001001_4,P0010,weekend,P001001,TERMINAL TAMAN MEDAN,1
weekend_P0010_P001002_4,P0010,weekend,P001002,STESEN LRT TAMAN JAYA,0
weekend_P0010_P001001_3,P0010,weekend,P001001,TERMINAL TAMAN MEDAN,1
weekend_P0010_P001002_3,P0010,weekend,P001002,STESEN LRT TAMAN JAYA,0
weekend_P0010_P001001_2,P0010,weekend,P001001,TERMINAL TAMAN MEDAN,1
weekend_P0010_P001002_2,P0010,weekend,P001002,STESEN LRT TAMAN JAYA,0
weekend_P0010_P001001_1,P0010,weekend,P001001,TERMINAL TAMAN MEDAN,1
weekend_P0010_P001002_1,P0010,weekend,P001002,STESEN LRT TAMAN JAYA,0
weekend_P0010_P001001_0,P0010,weekend,P001001,TERMINAL TAMAN MEDAN,1
weekend_P0010_P001002_0,P0010,weekend,P001002,STESEN LRT TAMAN JAYA,0
weekday_S4080_S408002_12,S4080,weekday,S408002,,0
weekday_S4080_S408002_11,S4080,weekday,S408002,,0
weekday_S4080_S408002_10,S4080,weekday,S408002,,0
weekday_S4080_S408002_9,S4080,weekday,S408002,,0
weekday_S4080_S408002_8,S4080,weekday,S408002,,0
weekday_S4080_S408002_7,S4080,weekday,S408002,,0
weekday_S4080_S408002_6,S4080,weekday,S408002,,0
weekday_S4080_S408002_5,S4080,weekday,S408002,,0
weekday_S4080_S408002_4,S4080,weekday,S408002,,0
weekday_S4080_S408002_3,S4080,weekday,S408002,,0
weekday_S4080_S408002_2,S4080,weekday,S408002,,0
weekday_S4080_S408002_1,S4080,weekday,S408002,,0
weekday_S4080_S408002_0,S4080,weekday,S408002,,0
weekend_S4080_S408002_6,S4080,weekend,S408002,,0
weekend_S4080_S408002_5,S4080,weekend,S408002,,0
weekend_S4080_S408002_4,S4080,weekend,S408002,,0
weekend_S4080_S408002_3,S4080,weekend,S408002,,0
weekend_S4080_S408002_2,S4080,weekend,S408002,,0
weekend_S4080_S408002_1,S4080,weekend,S408002,,0
weekend_S4080_S408002_0,S4080,weekend,S408002,,0
weekday_S5010_S501002_4,S5010,weekday,S501002,,0
weekday_S5010_S501002_3,S5010,weekday,S501002,,0
weekday_S5010_S501002_2,S5010,weekday,S501002,,0
weekday_S5010_S501002_1,S5010,weekday,S501002,,0
weekday_S5010_S501002_0,S5010,weekday,S501002,,0
weekday_S1190_S119002_16,S1190,weekday,S119002,,0
weekday_S1190_S119002_15,S1190,weekday,S119002,,0
weekday_S1190_S119002_14,S1190,weekday,S119002,,0
weekday_S1190_S119002_13,S1190,weekday,S119002,,0
weekday_S1190_S119002_12,S1190,weekday,S119002,,0
weekday_S1190_S119002_11,S1190,weekday,S119002,,0
weekday_S1190_S119002_10,S1190,weekday,S119002,,0
weekday_S1190_S119002_9,S1190,weekday,S119002,,0
weekday_S1190_S119002_8,S1190,weekday,S119002,,0
weekday_S1190_S119002_7,S1190,weekday,S119002,,0
weekday_S1190_S119002_6,S1190,weekday,S119002,,0
weekday_S1190_S119002_5,S1190,weekday,S119002,,0
weekday_S1190_S119002_4,S1190,weekday,S119002,,0
weekday_S1190_S119002_3,S1190,weekday,S119002,,0
weekday_S1190_S119002_2,S1190,weekday,S119002,,0
weekday_S1190_S119002_1,S1190,weekday,S119002,,0
weekday_S1190_S119002_0,S1190,weekday,S119002,,0
weekend_S1190_S119002_14,S1190,weekend,S119002,,0
weekend_S1190_S119002_13,S1190,weekend,S119002,,0
weekend_S1190_S119002_12,S1190,weekend,S119002,,0
weekend_S1190_S119002_11,S1190,weekend,S119002,,0
weekend_S1190_S119002_10,S1190,weekend,S119002,,0
weekend_S1190_S119002_9,S1190,weekend,S119002,,0
weekend_S1190_S119002_8,S1190,weekend,S119002,,0
weekend_S1190_S119002_7,S1190,weekend,S119002,,0
weekend_S1190_S119002_6,S1190,weekend,S119002,,0
weekend_S1190_S119002_5,S1190,weekend,S119002,,0
weekend_S1190_S119002_4,S1190,weekend,S119002,,0
weekend_S1190_S119002_3,S1190,weekend,S119002,,0
weekend_S1190_S119002_2,S1190,weekend,S119002,,0
weekend_S1190_S119002_1,S1190,weekend,S119002,,0
weekend_S1190_S119002_0,S1190,weekend,S119002,,0
weekend_S1390_S139002_6,S1390,weekend,S139002,,0
weekend_S1390_S139002_5,S1390,weekend,S139002,,0
weekend_S1390_S139001_4,S1390,weekend,S139001,BATU ARANG,1
weekend_S1390_S139002_4,S1390,weekend,S139002,MRT SG. BULOH,0
weekend_S1390_S139001_3,S1390,weekend,S139001,BATU ARANG,1
weekend_S1390_S139002_3,S1390,weekend,S139002,MRT SG. BULOH,0
weekend_S1390_S139001_2,S1390,weekend,S139001,BATU ARANG,1
weekend_S1390_S139002_2,S1390,weekend,S139002,MRT SG. BULOH,0
weekend_S1390_S139001_1,S1390,weekend,S139001,BATU ARANG,1
weekend_S1390_S139002_1,S1390,weekend,S139002,MRT SG. BULOH,0
weekend_S1390_S139001_0,S1390,weekend,S139001,BATU ARANG,1
weekend_S1390_S139002_0,S1390,weekend,S139002,MRT SG. BULOH,0
weekday_S1390_S139002_8,S1390,weekday,S139002,,0
weekday_S1390_S139002_7,S1390,weekday,S139002,,0
weekday_S1390_S139001_6,S1390,weekday,S139001,BATU ARANG,1
weekday_S1390_S139002_6,S1390,weekday,S139002,STESEN MRT SG. BULOH,0
weekday_S1390_S139001_5,S1390,weekday,S139001,BATU ARANG,1
weekday_S1390_S139002_5,S1390,weekday,S139002,MRT SG. BULOH,0
weekday_S1390_S139001_4,S1390,weekday,S139001,BATU ARANG,1
weekday_S1390_S139002_4,S1390,weekday,S139002,MRT SG. BULOH,0
weekday_S1390_S139001_3,S1390,weekday,S139001,BATU ARANG,1
weekday_S1390_S139002_3,S1390,weekday,S139002,MRT SG. BULOH,0
weekday_S1390_S139001_2,S1390,weekday,S139001,BATU ARANG,1
weekday_S1390_S139002_2,S1390,weekday,S139002,MRT SG. BULOH,0
weekday_S1390_S139001_1,S1390,weekday,S139001,BATU ARANG,1
weekday_S1390_S139002_1,S1390,weekday,S139002,MRT SG. BULOH,0
weekday_S1390_S139001_0,S1390,weekday,S139001,BATU ARANG,1
weekday_S1390_S139002_0,S1390,weekday,S139002,MRT SG. BULOH,0
weekend_S1490_S149002_11,S1490,weekend,S149002,,0
weekend_S1490_S149002_10,S1490,weekend,S149002,,0
weekend_S1490_S149002_9,S1490,weekend,S149002,,0
weekend_S1490_S149002_8,S1490,weekend,S149002,,0
weekend_S1490_S149002_7,S1490,weekend,S149002,,0
weekend_S1490_S149002_6,S1490,weekend,S149002,,0
weekend_S1490_S149002_5,S1490,weekend,S149002,,0
weekend_S1490_S149002_4,S1490,weekend,S149002,,0
weekend_S1490_S149002_3,S1490,weekend,S149002,,0
weekend_S1490_S149002_2,S1490,weekend,S149002,,0
weekend_S1490_S149002_1,S1490,weekend,S149002,,0
weekend_S1490_S149002_0,S1490,weekend,S149002,,0
weekday_S1490_S149002_11,S1490,weekday,S149002,,0
weekday_S1490_S149002_10,S1490,weekday,S149002,,0
weekday_S1490_S149002_9,S1490,weekday,S149002,,0
weekday_S1490_S149002_8,S1490,weekday,S149002,,0
weekday_S1490_S149002_7,S1490,weekday,S149002,,0
weekday_S1490_S149002_6,S1490,weekday,S149002,,0
weekday_S1490_S149002_5,S1490,weekday,S149002,,0
weekday_S1490_S149002_4,S1490,weekday,S149002,,0
weekday_S1490_S149002_3,S1490,weekday,S149002,,0
weekday_S1490_S149002_2,S1490,weekday,S149002,,0
weekday_S1490_S149002_1,S1490,weekday,S149002,,0
weekday_S1490_S149002_0,S1490,weekday,S149002,,0
weekday_U8010_U801001_9,U8010,weekday,U801001,,1
weekday_U8010_U801001_8,U8010,weekday,U801001,BANDAR UTAMA,1
weekday_U8010_U801002_8,U8010,weekday,U801002,METRO PRIMA,0
weekday_U8010_U801001_7,U8010,weekday,U801001,BANDAR UTAMA,1
weekday_U8010_U801002_7,U8010,weekday,U801002,METRO PRIMA,0
weekday_U8010_U801001_6,U8010,weekday,U801001,BANDAR UTAMA,1
weekday_U8010_U801002_6,U8010,weekday,U801002,METRO PRIMA,0
weekday_U8010_U801001_5,U8010,weekday,U801001,BANDAR UTAMA,1
weekday_U8010_U801002_5,U8010,weekday,U801002,METRO PRIMA,0
weekday_U8010_U801001_4,U8010,weekday,U801001,BANDAR UTAMA,1
weekday_U8010_U801002_4,U8010,weekday,U801002,METRO PRIMA,0
weekday_U8010_U801001_3,U8010,weekday,U801001,BANDAR UTAMA,1
weekday_U8010_U801002_3,U8010,weekday,U801002,METRO PRIMA,0
weekday_U8010_U801001_2,U8010,weekday,U801001,BANDAR UTAMA,1
weekday_U8010_U801002_2,U8010,weekday,U801002,METRO PRIMA,0
weekday_U8010_U801001_1,U8010,weekday,U801001,BANDAR UTAMA,1
weekday_U8010_U801002_1,U8010,weekday,U801002,METRO PRIMA,0
weekday_U8010_U801001_0,U8010,weekday,U801001,BANDAR UTAMA,1
weekday_U8010_U801002_0,U8010,weekday,U801002,METRO PRIMA,0
weekend_U8010_U801001_14,U8010,weekend,U801001,,1
weekend_U8010_U801002_13,U8010,weekend,U801002,,0
weekend_U8010_U801001_12,U8010,weekend,U801001,BANDAR UTAMA,1
weekend_U8010_U801002_12,U8010,weekend,U801002,METRO PRIMA,0
weekend_U8010_U801001_11,U8010,weekend,U801001,BANDAR UTAMA,1
weekend_U8010_U801002_11,U8010,weekend,U801002,METRO PRIMA,0
weekend_U8010_U801001_10,U8010,weekend,U801001,BANDAR UTAMA,1
weekend_U8010_U801002_10,U8010,weekend,U801002,METRO PRIMA,0
weekend_U8010_U801001_9,U8010,weekend,U801001,BANDAR UTAMA,1
weekend_U8010_U801002_9,U8010,weekend,U801002,METRO PRIMA,0
weekend_U8010_U801001_8,U8010,weekend,U801001,BANDAR UTAMA,1
weekend_U8010_U801002_8,U8010,weekend,U801002,METRO PRIMA,0
weekend_U8010_U801001_7,U8010,weekend,U801001,BANDAR UTAMA,1
weekend_U8010_U801002_7,U8010,weekend,U801002,METRO PRIMA,0
weekend_U8010_U801001_6,U8010,weekend,U801001,BANDAR UTAMA,1
weekend_U8010_U801002_6,U8010,weekend,U801002,METRO PRIMA,0
weekend_U8010_U801001_5,U8010,weekend,U801001,BANDAR UTAMA,1
weekend_U8010_U801002_5,U8010,weekend,U801002,METRO PRIMA,0
weekend_U8010_U801001_4,U8010,weekend,U801001,BANDAR UTAMA,1
weekend_U8010_U801002_4,U8010,weekend,U801002,METRO PRIMA,0
weekend_U8010_U801001_3,U8010,weekend,U801001,BANDAR UTAMA,1
weekend_U8010_U801002_3,U8010,weekend,U801002,METRO PRIMA,0
weekend_U8010_U801001_2,U8010,weekend,U801001,BANDAR UTAMA,1
weekend_U8010_U801002_2,U8010,weekend,U801002,METRO PRIMA,0
weekend_U8010_U801001_1,U8010,weekend,U801001,BANDAR UTAMA,1
weekend_U8010_U801002_1,U8010,weekend,U801002,METRO PRIMA,0
weekend_U8010_U801001_0,U8010,weekend,U801001,Bandar Utama,1
weekend_U8010_U801002_0,U8010,weekend,U801002,Metro Prima,0
weekend_U8020_U802002_15,U8020,weekend,U802002,,0
weekend_U8020_U802002_14,U8020,weekend,U802002,,0
