trip_id,start_time,end_time,headway_secs,exact_times,agency_name
weekend_K6000_K600001_3rkn,13:20:00,14:40:00,4800,0,RapidKuantan
weekend_K6000_K600002_4rkn,14:20:00,14:50:00,1800,0,RapidKuantan
weekend_K6000_K600001_4rkn,15:40:00,16:10:00,1800,0,RapidKuantan
weekend_K6000_K600002_5rkn,16:10:00,17:10:00,3600,0,RapidKuantan
weekend_K6000_K600001_5rkn,17:30:00,18:40:00,3600,0,RapidKuantan
weekend_K6000_K600002_6rkn,17:40:00,19:00:00,4800,0,RapidKuantan
weekend_K6000_K600001_6rkn,19:00:00,20:40:00,4800,0,RapidKuantan
weekend_K6000_K600002_7rkn,20:30:00,22:30:00,7200,0,RapidKuantan
weekend_K6000_K600001_7rkn,21:40:00,21:50:00,7200,0,RapidKuantan
weekend_K6000_K600001_8rkn,06:20:00,07:00:00,2400,0,RapidKuantan
weekend_K6010_K601002_0rkn,08:30:00,11:30:00,10800,0,RapidKuantan
weekend_K6010_K601001_0rkn,09:30:00,12:00:00,10800,0,RapidKuantan
weekend_K6010_K601002_1rkn,13:30:00,18:30:00,9000,0,RapidKuantan
weekend_K6010_K601001_1rkn,14:30:00,17:00:00,9000,0,RapidKuantan
weekend_K6010_K601001_2rkn,07:00:00,07:30:00,9000,0,RapidKuantan
weekday_K6010_K601002_0rkn,08:30:00,11:30:00,10800,0,RapidKuantan
weekday_K6010_K601001_0rkn,09:30:00,12:00:00,10800,0,RapidKuantan
weekday_K6010_K601002_1rkn,13:30:00,18:30:00,9000,0,RapidKuantan
weekday_K6010_K601001_1rkn,14:30:00,17:00:00,9000,0,RapidKuantan
weekday_K6010_K601001_2rkn,07:00:00,07:30:00,9000,0,RapidKuantan
weekday_K1000_K100002_0rkn,06:20:00,07:00:00,2400,0,RapidKuantan
weekday_K1000_K100001_0rkn,08:00:00,09:00:00,2400,0,RapidKuantan
weekday_K1000_K100002_1rkn,08:00:00,10:00:00,2400,0,RapidKuantan
weekday_K1000_K100001_1rkn,10:00:00,12:00:00,2400,0,RapidKuantan
weekday_K1000_K100002_2rkn,11:00:00,12:00:00,3600,0,RapidKuantan
weekday_K1000_K100001_2rkn,13:00:00,14:00:00,3600,0,RapidKuantan
weekday_K1000_K100002_3rkn,12:40:00,14:00:00,2400,0,RapidKuantan
weekday_K1000_K100001_3rkn,14:40:00,16:00:00,2400,0,RapidKuantan
weekday_K1000_K100002_4rkn,15:00:00,16:00:00,3600,0,RapidKuantan
weekday_K1000_K100001_4rkn,17:00:00,18:00:00,3600,0,RapidKuantan
weekday_K1000_K100002_5rkn,16:40:00,16:42:00,2400,0,RapidKuantan
weekday_K1000_K100002_6rkn,17:30:00,17:32:00,3000,0,RapidKuantan
weekday_K1000_K100001_6rkn,19:30:00,19:32:00,3000,0,RapidKuantan
weekday_K1000_K100002_7rkn,18:00:00,18:02:00,1800,0,RapidKuantan
weekday_K1000_K100002_8rkn,19:00:00,19:02:00,3600,0,RapidKuantan
weekday_K1000_K100001_8rkn,20:40:00,20:42:00,3600,0,RapidKuantan
weekday_K1000_K100002_9rkn,20:00:00,21:30:00,5400,0,RapidKuantan
weekday_K1000_K100002_10rkn,22:30:00,22:32:00,3600,0,RapidKuantan
weekday_K1000_K100001_11rkn,06:00:00,07:20:00,2400,0,RapidKuantan
weekend_K1000_K100002_0rkn,06:30:00,07:00:00,1800,0,RapidKuantan
weekend_K1000_K100001_0rkn,08:00:00,08:30:00,1800,0,RapidKuantan
weekend_K1000_K100002_1rkn,08:00:00,08:30:00,1800,0,RapidKuantan
weekend_K1000_K100001_1rkn,09:30:00,10:30:00,1800,0,RapidKuantan
weekend_K1000_K100002_2rkn,09:00:00,11:00:00,3600,0,RapidKuantan
weekend_K1000_K100001_2rkn,11:00:00,13:00:00,3600,0,RapidKuantan
weekend_K1000_K100002_3rkn,11:30:00,13:30:00,3600,0,RapidKuantan
weekend_K1000_K100001_3rkn,13:30:00,15:30:00,3600,0,RapidKuantan
weekend_K1000_K100002_4rkn,14:00:00,14:40:00,2400,0,RapidKuantan
weekend_K1000_K100001_4rkn,16:00:00,16:30:00,2400,0,RapidKuantan
weekend_K1000_K100002_5rkn,15:00:00,15:30:00,1800,0,RapidKuantan
weekend_K1000_K100001_5rkn,17:00:00,17:30:00,1800,0,RapidKuantan
weekend_K1000_K100002_6rkn,16:30:00,17:30:00,3600,0,RapidKuantan
weekend_K1000_K100001_6rkn,18:30:00,20:00:00,3600,0,RapidKuantan
weekend_K1000_K100002_7rkn,18:00:00,18:30:00,1800,0,RapidKuantan
weekend_K1000_K100001_7rkn,20:30:00,21:00:00,1800,0,RapidKuantan
weekend_K1000_K100002_8rkn,19:00:00,19:30:00,1800,0,RapidKuantan
weekend_K1000_K100002_9rkn,20:30:00,21:45:00,4500,0,RapidKuantan
weekend_K1000_K100002_10rkn,22:30:00,22:32:00,2700,0,RapidKuantan
weekend_K1000_K100001_11rkn,06:00:00,07:30:00,1800,0,RapidKuantan
weekday_K3030_K303002_0rkn,07:00:00,16:00:00,5400,0,RapidKuantan
weekday_K3030_K303001_0rkn,07:25:00,16:25:00,5400,0,RapidKuantan
weekday_K3030_K303002_1rkn,17:30:00,19:00:00,5400,0,RapidKuantan
weekday_K3030_K303001_1rkn,18:05:00,19:25:00,5400,0,RapidKuantan
weekday_K3030_K303002_2rkn,20:30:00,20:32:00,5400,0,RapidKuantan
weekday_K3030_K303001_3rkn,06:30:00,06:32:00,3000,0,RapidKuantan
weekend_K3030_K303002_0rkn,07:00:00,16:00:00,5400,0,RapidKuantan
weekend_K3030_K303001_0rkn,07:25:00,16:25:00,5400,0,RapidKuantan
weekend_K3030_K303002_1rkn,17:30:00,19:00:00,5400,0,RapidKuantan
weekend_K3030_K303001_1rkn,18:05:00,19:25:00,5400,0,RapidKuantan
weekend_K3030_K303002_2rkn,20:30:00,20:32:00,5400,0,RapidKuantan
weekend_K3030_K303001_3rkn,06:30:00,06:32:00,3000,0,RapidKuantan
weekday_K4000_K400002_0rkn,06:10:00,07:00:00,3000,0,RapidKuantan
weekday_K4000_K400001_0rkn,08:00:00,09:00:00,3000,0,RapidKuantan
weekday_K4000_K400002_1rkn,08:00:00,10:00:00,2400,0,RapidKuantan
weekday_K4000_K400001_1rkn,10:00:00,12:00:00,2400,0,RapidKuantan
weekday_K4000_K400002_2rkn,11:00:00,12:00:00,3600,0,RapidKuantan
weekday_K4000_K400001_2rkn,13:00:00,14:00:00,3600,0,RapidKuantan
weekday_K4000_K400002_3rkn,12:40:00,14:00:00,2400,0,RapidKuantan
weekday_K4000_K400001_3rkn,14:40:00,16:00:00,2400,0,RapidKuantan
weekday_K4000_K400002_4rkn,15:00:00,16:00:00,3600,0,RapidKuantan
weekday_K4000_K400001_4rkn,17:00:00,18:00:00,3600,0,RapidKuantan
weekday_K4000_K400002_5rkn,16:40:00,16:42:00,2400,0,RapidKuantan
weekday_K4000_K400002_6rkn,17:30:00,17:32:00,3000,0,RapidKuantan
weekday_K4000_K400001_6rkn,19:30:00,19:32:00,3000,0,RapidKuantan
weekday_K4000_K400002_7rkn,18:00:00,18:02:00,1800,0,RapidKuantan
weekday_K4000_K400002_8rkn,19:00:00,19:02:00,3600,0,RapidKuantan
weekday_K4000_K400001_8rkn,20:40:00,20:42:00,3600,0,RapidKuantan
weekday_K4000_K400002_9rkn,20:00:00,21:30:00,5400,0,RapidKuantan
weekday_K4000_K400002_10rkn,22:30:00,22:40:00,2400,0,RapidKuantan
weekday_K4000_K400001_11rkn,06:00:00,07:20:00,2400,0,RapidKuantan
weekend_K4000_K400002_0rkn,06:10:00,07:00:00,3000,0,RapidKuantan
weekend_K4000_K400001_0rkn,08:00:00,09:00:00,3000,0,RapidKuantan
weekend_K4000_K400002_1rkn,08:00:00,10:00:00,2400,0,RapidKuantan
weekend_K4000_K400001_1rkn,10:00:00,12:00:00,2400,0,RapidKuantan
weekend_K4000_K400002_2rkn,11:00:00,12:00:00,3600,0,RapidKuantan
weekend_K4000_K400001_2rkn,13:00:00,14:00:00,3600,0,RapidKuantan
weekend_K4000_K400002_3rkn,12:40:00,14:00:00,2400,0,RapidKuantan
weekend_K4000_K400001_3rkn,14:40:00,16:00:00,2400,0,RapidKuantan
weekend_K4000_K400002_4rkn,15:00:00,16:00:00,3600,0,RapidKuantan
weekend_K4000_K400001_4rkn,17:00:00,18:00:00,3600,0,RapidKuantan
weekend_K4000_K400002_5rkn,16:40:00,16:42:00,5400,0,RapidKuantan
weekend_K4000_K400002_6rkn,17:30:00,18:00:00,1800,0,RapidKuantan
weekend_K4000_K400001_6rkn,19:30:00,20:35:00,1800,0,RapidKuantan
weekend_K4000_K400002_7rkn,19:00:00,20:00:00,3600,0,RapidKuantan
weekend_K4000_K400001_7rkn,20:40:00,21:45:00,3600,0,RapidKuantan
weekend_K4000_K400002_8rkn,21:30:00,22:30:00,3600,0,RapidKuantan
weekend_K4000_K400001_9rkn,06:00:00,07:20:00,2400,0,RapidKuantan
weekday_K4020_K402002_0rkn,06:50:00,08:00:00,4200,0,RapidKuantan
weekday_K4020_K402001_0rkn,07:30:00,08:40:00,4200,0,RapidKuantan
weekday_K4020_K402002_1rkn,09:00:00,10:30:00,5400,0,RapidKuantan
weekday_K4020_K402001_1rkn,09:40:00,11:10:00,5400,0,RapidKuantan
weekday_K4020_K402002_2rkn,11:00:00,12:50:00,6600,0,RapidKuantan
weekday_K4020_K402001_2rkn,11:40:00,13:20:00,6600,0,RapidKuantan
weekday_K4020_K402002_3rkn,13:30:00,15:30:00,3600,0,RapidKuantan
weekday_K4020_K402001_3rkn,14:15:00,16:15:00,3600,0,RapidKuantan
weekday_K4020_K402002_4rkn,17:00:00,18:00:00,3600,0,RapidKuantan
weekday_K4020_K402001_4rkn,17:55:00,18:55:00,3600,0,RapidKuantan
weekday_K4020_K402002_5rkn,19:30:00,20:10:00,5400,0,RapidKuantan
weekday_K4020_K402002_6rkn,20:30:00,21:10:00,3600,0,RapidKuantan
weekday_K4020_K402001_6rkn,21:15:00,21:50:00,3600,0,RapidKuantan
weekday_K4020_K402002_7rkn,22:30:00,23:00:00,7200,0,RapidKuantan
weekday_K4020_K402001_8rkn,06:10:00,06:40:00,1800,0,RapidKuantan
weekend_K4020_K402002_0rkn,06:50:00,08:00:00,4200,0,RapidKuantan
weekend_K4020_K402001_0rkn,07:30:00,08:40:00,4200,0,RapidKuantan
weekend_K4020_K402002_1rkn,09:00:00,10:30:00,5400,0,RapidKuantan
weekend_K4020_K402001_1rkn,09:40:00,11:10:00,5400,0,RapidKuantan
weekend_K4020_K402002_2rkn,11:00:00,12:50:00,6600,0,RapidKuantan
weekend_K4020_K402001_2rkn,11:40:00,12:20:00,6600,0,RapidKuantan
weekend_K4020_K402002_3rkn,13:30:00,15:30:00,3600,0,RapidKuantan
weekend_K4020_K402001_3rkn,14:15:00,16:15:00,3600,0,RapidKuantan
weekend_K4020_K402002_4rkn,17:00:00,18:00:00,3600,0,RapidKuantan
weekend_K4020_K402001_4rkn,17:55:00,18:55:00,3600,0,RapidKuantan
weekend_K4020_K402002_5rkn,19:30:00,20:10:00,5400,0,RapidKuantan
weekend_K4020_K402002_6rkn,20:30:00,21:10:00,3600,0,RapidKuantan
weekend_K4020_K402001_6rkn,21:15:00,21:50:00,3600,0,RapidKuantan
weekend_K4020_K402002_7rkn,22:30:00,23:00:00,7200,0,RapidKuantan
weekend_K4020_K402001_8rkn,06:10:00,06:40:00,1800,0,RapidKuantan
weekday_K6000_K600002_0rkn,06:20:00,07:30:00,4200,0,RapidKuantan
weekday_K6000_K600001_0rkn,07:40:00,08:50:00,4200,0,RapidKuantan
weekday_K6000_K600002_1rkn,08:20:00,09:00:00,2400,0,RapidKuantan
weekday_K6000_K600001_1rkn,09:30:00,10:20:00,2400,0,RapidKuantan
weekday_K6000_K600002_2rkn,09:40:00,10:45:00,2400,0,RapidKuantan
weekday_K6000_K600002_3rkn,10:10:00,11:00:00,3000,0,RapidKuantan
weekday_K6000_K600001_3rkn,11:30:00,12:20:00,3000,0,RapidKuantan
weekday_K6000_K600002_4rkn,11:40:00,13:00:00,4800,0,RapidKuantan
weekday_K6000_K600001_4rkn,13:00:00,14:20:00,4800,0,RapidKuantan
weekday_K6000_K600002_5rkn,13:50:00,14:30:00,2400,0,RapidKuantan
weekday_K6000_K600001_5rkn,15:10:00,15:50:00,2400,0,RapidKuantan
weekday_K6000_K600002_6rkn,15:50:00,16:40:00,3000,0,RapidKuantan
weekday_K6000_K600001_6rkn,17:10:00,18:00:00,3000,0,RapidKuantan
weekday_K6000_K600002_7rkn,17:20:00,18:20:00,2400,0,RapidKuantan
weekday_K6000_K600001_7rkn,18:45:00,19:45:00,2400,0,RapidKuantan
weekday_K6000_K600002_8rkn,18:00:00,19:05:00,2400,0,RapidKuantan
weekday_K6000_K600002_9rkn,18:40:00,20:00:00,4800,0,RapidKuantan
weekday_K6000_K600001_9rkn,20:00:00,21:15:00,4800,0,RapidKuantan
weekday_K6000_K600002_10rkn,21:10:00,22:30:00,4800,0,RapidKuantan
weekday_K6000_K600001_11rkn,06:10:00,07:00:00,3000,0,RapidKuantan
weekday_K6000_K600001_12rkn,08:20:00,09:20:00,2400,0,RapidKuantan
weekday_K6000_K600001_13rkn,16:20:00,17:25:00,1800,0,RapidKuantan
AGL_MonFri_0rapidrail,6:00:00,9:00:00,180,,rapidrail
AGL_MonFri_0rapidrail,9:00:00,17:00:00,300,,rapidrail
AGL_MonFri_0rapidrail,17:00:00,19:00:00,180,,rapidrail
AGL_MonFri_0rapidrail,19:00:00,23:25:00,300,,rapidrail
AGL_MonFri_1rapidrail,6:00:00,9:00:00,180,,rapidrail
AGL_MonFri_1rapidrail,9:00:00,17:00:00,300,,rapidrail
AGL_MonFri_1rapidrail,17:00:00,19:00:00,180,,rapidrail
AGL_MonFri_1rapidrail,19:00:00,23:25:00,300,,rapidrail
AGL_Sat_0rapidrail,6:00:00,23:25:00,300,,rapidrail
AGL_Sat_1rapidrail,6:00:00,23:25:00,300,,rapidrail
AGL_Sun_0rapidrail,6:00:00,23:25:00,300,,rapidrail
AGL_Sun_1rapidrail,6:00:00,23:25:00,300,,rapidrail
KJL_MonFri_0rapidrail,6:00:00,7:00:00,420,,rapidrail
KJL_MonFri_0rapidrail,7:00:00,9:00:00,240,,rapidrail
KJL_MonFri_0rapidrail,9:00:00,17:00:00,420,,rapidrail
KJL_MonFri_0rapidrail,17:00:00,19:00:00,240,,rapidrail
KJL_MonFri_0rapidrail,19:00:00,23:15:00,420,,rapidrail
KJL_MonFri_1rapidrail,6:00:00,7:00:00,420,,rapidrail
KJL_MonFri_1rapidrail,7:00:00,9:00:00,240,,rapidrail
KJL_MonFri_1rapidrail,9:00:00,17:00:00,420,,rapidrail
KJL_MonFri_1rapidrail,17:00:00,19:00:00,240,,rapidrail
KJL_MonFri_1rapidrail,19:00:00,23:15:00,420,,rapidrail
KJL_Sat_0rapidrail,6:00:00,23:15:00,420,,rapidrail
KJL_Sat_1rapidrail,6:00:00,23:15:00,420,,rapidrail
KJL_Sun_0rapidrail,6:00:00,23:15:00,420,,rapidrail
KJL_Sun_1rapidrail,6:00:00,23:15:00,420,,rapidrail
SPL_MonFri_0rapidrail,6:00:00,9:00:00,180,,rapidrail
SPL_MonFri_0rapidrail,9:00:00,17:00:00,300,,rapidrail
SPL_MonFri_0rapidrail,17:00:00,19:00:00,180,,rapidrail
SPL_MonFri_0rapidrail,19:00:00,24:00:00,300,,rapidrail
SPL_Sat_0rapidrail,6:00:00,24:00:00,300,,rapidrail
SPL_Sun_0rapidrail,6:00:00,24:00:00,300,,rapidrail
SPL_MonFri_1rapidrail,6:00:00,9:00:00,180,,rapidrail
SPL_MonFri_1rapidrail,9:00:00,17:00:00,300,,rapidrail
SPL_MonFri_1rapidrail,17:00:00,19:00:00,180,,rapidrail
SPL_MonFri_1rapidrail,19:00:00,24:00:00,300,,rapidrail
SPL_Sat_1rapidrail,6:00:00,24:00:00,300,,rapidrail
SPL_Sun_1rapidrail,6:00:00,24:00:00,300,,rapidrail
KGL_MonFri_0rapidrail,6:00:00,9:00:00,360,,rapidrail
KGL_MonFri_0rapidrail,9:00:00,17:00:00,600,,rapidrail
KGL_MonFri_0rapidrail,17:00:00,19:00:00,360,,rapidrail
KGL_MonFri_0rapidrail,19:00:00,24:00:00,600,,rapidrail
KGL_MonFri_1rapidrail,6:00:00,9:00:00,360,,rapidrail
KGL_MonFri_1rapidrail,9:00:00,17:00:00,600,,rapidrail
KGL_MonFri_1rapidrail,17:00:00,19:00:00,360,,rapidrail
KGL_MonFri_1rapidrail,19:00:00,24:00:00,600,,rapidrail
KGL_Sat_0rapidrail,6:00:00,22:55:00,600,,rapidrail
KGL_Sat_1rapidrail,6:00:00,22:55:00,600,,rapidrail
KGL_Sun_0rapidrail,6:00:00,22:55:00,600,,rapidrail
KGL_Sun_1rapidrail,6:00:00,22:55:00,600,,rapidrail
PYL_MonFri_0rapidrail,6:00:00,7:00:00,600,,rapidrail
PYL_MonFri_0rapidrail,7:00:00,9:00:00,300,,rapidrail
PYL_MonFri_0rapidrail,9:00:00,17:00:00,600,,rapidrail
PYL_MonFri_0rapidrail,17:00:00,19:00:00,300,,rapidrail
PYL_MonFri_0rapidrail,19:00:00,22:00:00,600,,rapidrail
PYL_MonFri_0rapidrail,22:00:00,24:00:00,720,,rapidrail
PYL_MonFri_1rapidrail,6:00:00,7:00:00,420,,rapidrail
PYL_MonFri_1rapidrail,7:00:00,9:30:00,240,,rapidrail
PYL_MonFri_1rapidrail,9:30:00,17:00:00,420,,rapidrail
PYL_MonFri_1rapidrail,17:00:00,19:30:00,240,,rapidrail
PYL_MonFri_1rapidrail,19:30:00,22:00:00,420,,rapidrail
PYL_MonFri_1rapidrail,22:00:00,24:00:00,840,,rapidrail
PYL_Sat_0rapidrail,6:00:00,22:55:00,600,,rapidrail
PYL_Sat_1rapidrail,6:00:00,22:55:00,600,,rapidrail
PYL_Sun_0rapidrail,6:00:00,22:55:00,600,,rapidrail
PYL_Sun_1rapidrail,6:00:00,22:55:00,600,,rapidrail
MRL_MonFri_0rapidrail,6:00:00,9:00:00,420,,rapidrail
MRL_MonFri_0rapidrail,9:00:00,17:00:00,600,,rapidrail
MRL_MonFri_0rapidrail,17:00:00,19:00:00,420,,rapidrail
MRL_MonFri_0rapidrail,19:00:00,23:30:00,600,,rapidrail
MRL_MonFri_1rapidrail,6:00:00,9:00:00,420,,rapidrail
MRL_MonFri_1rapidrail,9:00:00,17:00:00,600,,rapidrail
MRL_MonFri_1rapidrail,17:00:00,19:00:00,420,,rapidrail
MRL_MonFri_1rapidrail,19:00:00,23:30:00,600,,rapidrail
MRL_Sat_0rapidrail,6:00:00,23:30:00,720,,rapidrail
MRL_Sat_1rapidrail,6:00:00,23:30:00,720,,rapidrail
MRL_Sun_0rapidrail,6:00:00,23:30:00,720,,rapidrail
MRL_Sun_1rapidrail,6:00:00,23:30:00,720,,rapidrail
BRT_MonFri_0rapidrail,6:00:00,7:00:00,480,,rapidrail
BRT_MonFri_0rapidrail,7:00:00,9:00:00,240,,rapidrail
BRT_MonFri_0rapidrail,9:00:00,17:00:00,480,,rapidrail
BRT_MonFri_0rapidrail,17:00:00,19:00:00,240,,rapidrail
BRT_MonFri_0rapidrail,19:00:00,24:00:00,480,,rapidrail
BRT_Sat_0rapidrail,6:00:00,24:00:00,360,,rapidrail
BRT_Sun_0rapidrail,6:00:00,24:00:00,360,,rapidrail
BRT_MonFri_1rapidrail,6:00:00,7:00:00,480,,rapidrail
BRT_MonFri_1rapidrail,7:00:00,9:00:00,240,,rapidrail
BRT_MonFri_1rapidrail,9:00:00,17:00:00,480,,rapidrail
BRT_MonFri_1rapidrail,17:00:00,19:00:00,240,,rapidrail
BRT_MonFri_1rapidrail,19:00:00,24:00:00,480,,rapidrail
BRT_Sat_1rapidrail,6:00:00,24:00:00,360,,rapidrail
BRT_Sun_1rapidrail,6:00:00,24:00:00,360,,rapidrail
